movie_id,title,original_title,original_language,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,production_companies,production_countries,release_year,release_month,audience_total
20168161,1급기밀,The Discloser,ko,2018-01-24,100.0,,1333325500.0,,,,"[""드라마""]","[""(주)미인픽쳐스"", ""(주)미디어모굴"", ""(주)리틀빅픽쳐스"", ""(주)리틀빅픽쳐스"", ""(주)넥스트월드"", ""(주)리틀빅픽쳐스"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,1,164380.0
20176104,그것만이 내 세상,Keys to the Heart,ko,2018-01-17,120.0,,27104676782.0,,,,"[""코미디"", ""드라마""]","[""(주)제이케이필름"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""씨제이엔터테인먼트"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,1,3368262.0
20177473,비밥바룰라,Be-Bop-A-Lula,ko,2018-01-24,97.0,,245160900.0,,,,"[""코미디""]","[""영화사김치(주)"", ""(주)키다리이엔티"", ""(주)콘텐츠판다"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,1,34470.0
20168323,염력,Psychokinesis,ko,2018-01-31,101.0,,7399043712.0,,,,"[""드라마"", ""코미디""]","[""(주)영화사레드피터"", ""(주)넥스트엔터테인먼트월드(NEW)"", ""(주)넥스트엔터테인먼트월드(NEW)"", ""(주)콘텐츠판다"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,1,978127.0
20189663,게이트,Gate,ko,2018-02-28,91.0,,622442500.0,,,,"[""범죄"", ""코미디""]","[""삼삼공구 브라더스"", ""(주)제이앤씨미디어그룹"", ""(주)제이앤씨미디어그룹"", ""(유)조이앤시네마"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,2,75432.0
20168250,골든슬럼버,Golden Slumber,ko,2018-02-14,108.0,,10977885598.0,,,,"[""범죄"", ""드라마""]","[""영화사 집"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""씨제이엔터테인먼트"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,2,1327592.0
20150969,궁합,The Princess and the Matchmaker,ko,2018-02-28,109.0,,10393302138.0,,,,"[""코미디"", ""드라마""]","[""(주)주피터필름"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""(주)리틀빅픽쳐스"", ""씨제이엔터테인먼트""]","[""KR""]",2018,2,1327441.0
20170841,리틀 포레스트,Little Forest,ko,2018-02-28,103.0,,11855826585.0,,,,"[""드라마""]","[""(주)영화사수박"", ""메가박스중앙(주) 플러스엠 엔터테인먼트"", ""메가박스중앙(주) 플러스엠 엔터테인먼트""]","[""KR""]",2018,2,1496204.0
20179205,조선명탐정: 흡혈괴마의 비밀,Detective K: Secret of the Living Dead,ko,2018-02-08,119.0,,19407392564.0,,,,"[""사극"", ""어드벤처"", ""코미디""]","[""청년필름(주)"", ""(주)쇼박스"", ""(주)쇼박스"", ""(주)쇼박스""]","[""KR""]",2018,2,2386716.0
20176121,흥부: 글로 세상을 바꾼 자,Heung-boo: The Revolutionist,ko,2018-02-14,105.0,,3300753200.0,,,,"[""사극""]","[""(주)영화사 궁"", ""(주)발렌타인필름"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""(주)대명문화공장"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""롯데쇼핑㈜롯데엔터테인먼트""]","[""KR""]",2018,2,404649.0
20154908,7년의 밤,Seven Years of Night,ko,2018-03-28,123.0,,3870290924.0,,,,"[""스릴러"", ""드라마""]","[""(주)바른손"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""(주)씨제이이엔엠"", ""씨제이엔터테인먼트"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,3,513356.0
20180804,곤지암,GONJIAM: Haunted Asylum,ko,2018-03-28,94.0,,21332218044.0,,,,"[""공포(호러)"", ""스릴러""]","[""(주)하이브미디어코프"", ""(주)쇼박스"", ""(주)쇼박스"", ""(주)쇼박스""]","[""KR""]",2018,3,2662377.0
20181366,미니특공대X,Mini Force X,ko,2018-03-22,67.0,,623864700.0,,,,"[""애니메이션""]","[""(주)에스에이엠지엔터테인먼트"", ""(주)에스에이엠지엔터테인먼트"", ""(주)에스에이엠지엔터테인먼트""]","[""KR""]",2018,3,83232.0
20178781,사라진 밤,The Vanished,ko,2018-03-07,101.0,,10688022116.0,,,,"[""스릴러""]","[""(주)싸이더스"", ""(주)엠씨엠씨"", ""(주)더블앤조이픽쳐스"", ""(주)키다리이엔티"", ""(주)키다리이엔티"", ""(주)싸이더스"", ""(주)콘텐츠판다"", ""(사)한국농아인협회"", ""한국시각장애인연합회""]","[""KR""]",2018,3,1314308.0
